Active School Zone Flag,Crash Severity,Crash Time,Day of Week,Roadway Part,Speed Limit,Surface Condition,Person Helmet,Hour,Minute,Crash Severity Binary,Person Helmet Binary
No,Non-Incapacitating Injury,4:17,Saturday,Main/Proper Lane,35,Dry,Unknown If Worn,4,17,1,Not Wear
No,Possible Injury,19:10,Sunday,Main/Proper Lane,35,Dry,Not Worn,19,10,1,Not Wear
No,Not Injured,17:42,Sunday,Main/Proper Lane,35,Dry,Unknown If Worn,17,42,0,Not Wear
No,Non-Incapacitating Injury,16:51,Wednesday,Main/Proper Lane,30,Dry,Not Worn,16,51,1,Not Wear
No,Non-Incapacitating Injury,12:05,Thursday,Main/Proper Lane,30,Dry,Not Worn,12,5,1,Not Wear
No,Non-Incapacitating Injury,15:41,Friday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",15,41,1,Wear
No,Incapacitating Injury,2:17,Friday,Main/Proper Lane,40,Dry,Unknown If Worn,2,17,1,Not Wear
No,Non-Incapacitating Injury,9:00,Friday,Main/Proper Lane,55,Dry,Not Worn,9,0,1,Not Wear
No,Non-Incapacitating Injury,9:00,Friday,Main/Proper Lane,55,Dry,Not Worn,9,0,1,Not Wear
No,Possible Injury,8:54,Sunday,Main/Proper Lane,55,Dry,"Worn, Not Damaged",8,54,1,Wear
No,Possible Injury,3:00,Friday,Main/Proper Lane,35,Wet,Not Worn,3,0,1,Not Wear
No,Possible Injury,3:00,Friday,Main/Proper Lane,35,Wet,Not Worn,3,0,1,Not Wear
No,Possible Injury,3:00,Friday,Main/Proper Lane,35,Wet,Not Worn,3,0,1,Not Wear
No,Non-Incapacitating Injury,13:58,Saturday,Main/Proper Lane,35,Dry,Not Worn,13,58,1,Not Wear
No,Non-Incapacitating Injury,20:38,Sunday,Main/Proper Lane,35,Dry,Not Worn,20,38,1,Not Wear
No,Incapacitating Injury,16:39,Monday,Main/Proper Lane,35,Dry,Not Worn,16,39,1,Not Wear
No,Possible Injury,12:19,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",12,19,1,Wear
No,Non-Incapacitating Injury,14:12,Friday,Main/Proper Lane,35,Dry,"Worn, Damaged",14,12,1,Wear
No,Possible Injury,7:20,Tuesday,Main/Proper Lane,15,Dry,Not Worn,7,20,1,Not Wear
No,Non-Incapacitating Injury,8:37,Thursday,Main/Proper Lane,30,Dry,"Worn, Damaged",8,37,1,Wear
No,Non-Incapacitating Injury,17:40,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,17,40,1,Not Wear
No,Non-Incapacitating Injury,21:40,Wednesday,Main/Proper Lane,30,Dry,Not Worn,21,40,1,Not Wear
No,Possible Injury,18:43,Wednesday,Service/Frontage Road,45,Dry,"Worn, Unk Damage",18,43,1,Wear
No,Possible Injury,14:53,Saturday,Other (Explain In Narrative),15,Dry,Not Worn,14,53,1,Not Wear
No,Possible Injury,8:55,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",8,55,1,Wear
No,Not Injured,18:27,Tuesday,Main/Proper Lane,15,Dry,Not Worn,18,27,0,Not Wear
No,Not Injured,18:27,Tuesday,Main/Proper Lane,15,Dry,Not Worn,18,27,0,Not Wear
No,Not Injured,22:19,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",22,19,0,Wear
No,Possible Injury,8:14,Thursday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",8,14,1,Wear
No,Non-Incapacitating Injury,19:07,Friday,Main/Proper Lane,40,Dry,Not Worn,19,7,1,Not Wear
No,Possible Injury,15:00,Sunday,Main/Proper Lane,40,Dry,Not Worn,15,0,1,Not Wear
No,Non-Incapacitating Injury,19:36,Friday,Main/Proper Lane,30,Ice,Not Worn,19,36,1,Not Wear
No,Non-Incapacitating Injury,15:44,Sunday,Main/Proper Lane,30,Dry,"Worn, Damaged",15,44,1,Wear
No,Non-Incapacitating Injury,6:30,Sunday,Main/Proper Lane,15,Dry,Not Worn,6,30,1,Not Wear
No,Non-Incapacitating Injury,17:47,Sunday,Main/Proper Lane,45,Dry,Not Worn,17,47,1,Not Wear
No,Not Injured,19:43,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",19,43,0,Wear
No,Non-Incapacitating Injury,9:59,Monday,Main/Proper Lane,35,Dry,Not Worn,9,59,1,Not Wear
No,Non-Incapacitating Injury,16:00,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,16,0,1,Not Wear
No,Not Injured,17:17,Tuesday,Main/Proper Lane,35,Dry,Not Worn,17,17,0,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Service/Frontage Road,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Service/Frontage Road,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Service/Frontage Road,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Service/Frontage Road,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,15:35,Sunday,Main/Proper Lane,30,Dry,Not Worn,15,35,1,Not Wear
No,Non-Incapacitating Injury,17:49,Monday,Main/Proper Lane,35,Dry,Not Worn,17,49,1,Not Wear
No,Non-Incapacitating Injury,18:53,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",18,53,1,Wear
No,Incapacitating Injury,20:30,Friday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",20,30,1,Wear
No,Possible Injury,19:02,Friday,Main/Proper Lane,30,Dry,Unknown If Worn,19,2,1,Not Wear
No,Non-Incapacitating Injury,11:25,Sunday,Main/Proper Lane,45,Wet,"Worn, Not Damaged",11,25,1,Wear
No,Not Injured,16:37,Monday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",16,37,0,Wear
No,Possible Injury,9:09,Tuesday,Main/Proper Lane,30,Dry,Not Worn,9,9,1,Not Wear
No,Non-Incapacitating Injury,15:00,Tuesday,Main/Proper Lane,30,Dry,Not Worn,15,0,1,Not Wear
No,Possible Injury,19:30,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,19,30,1,Not Wear
No,Non-Incapacitating Injury,17:19,Wednesday,Main/Proper Lane,15,Dry,Not Worn,17,19,1,Not Wear
No,Incapacitating Injury,14:10,Thursday,Main/Proper Lane,45,Dry,Unknown If Worn,14,10,1,Not Wear
No,Non-Incapacitating Injury,14:27,Friday,Main/Proper Lane,30,Dry,"Worn, Damaged",14,27,1,Wear
No,Possible Injury,12:06,Saturday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",12,6,1,Wear
No,Non-Incapacitating Injury,17:21,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",17,21,1,Wear
No,Non-Incapacitating Injury,17:03,Monday,Main/Proper Lane,40,Dry,Not Worn,17,3,1,Not Wear
No,Not Injured,12:52,Monday,Main/Proper Lane,15,Dry,Unknown If Worn,12,52,0,Not Wear
No,Non-Incapacitating Injury,13:10,Wednesday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",13,10,1,Wear
No,Non-Incapacitating Injury,8:46,Wednesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",8,46,1,Wear
No,Non-Incapacitating Injury,20:07,Wednesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",20,7,1,Wear
No,Non-Incapacitating Injury,8:46,Thursday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",8,46,1,Wear
No,Non-Incapacitating Injury,17:08,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,17,8,1,Not Wear
No,Non-Incapacitating Injury,16:32,Friday,Main/Proper Lane,30,Dry,Not Worn,16,32,1,Not Wear
No,Non-Incapacitating Injury,17:54,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,17,54,1,Not Wear
No,Non-Incapacitating Injury,17:54,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,17,54,1,Not Wear
No,Non-Incapacitating Injury,19:22,Saturday,Main/Proper Lane,30,Dry,Not Worn,19,22,1,Not Wear
No,Non-Incapacitating Injury,20:20,Saturday,Main/Proper Lane,40,Dry,Not Worn,20,20,1,Not Wear
No,Non-Incapacitating Injury,11:41,Sunday,Main/Proper Lane,30,Dry,"Worn, Damaged",11,41,1,Wear
No,Possible Injury,9:22,Monday,Other (Explain In Narrative),35,Dry,"Worn, Not Damaged",9,22,1,Wear
No,Non-Incapacitating Injury,20:36,Monday,Main/Proper Lane,30,Dry,Not Worn,20,36,1,Not Wear
No,Possible Injury,21:32,Tuesday,Main/Proper Lane,30,Dry,Not Worn,21,32,1,Not Wear
No,Possible Injury,2:47,Wednesday,Main/Proper Lane,30,Dry,Not Worn,2,47,1,Not Wear
No,Non-Incapacitating Injury,17:06,Wednesday,Main/Proper Lane,15,Dry,Not Worn,17,6,1,Not Wear
No,Possible Injury,19:31,Thursday,Main/Proper Lane,45,Dry,Not Worn,19,31,1,Not Wear
No,Non-Incapacitating Injury,18:40,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,18,40,1,Not Wear
No,Not Injured,1:30,Thursday,Main/Proper Lane,30,Dry,Not Worn,1,30,0,Not Wear
No,Incapacitating Injury,7:20,Friday,Main/Proper Lane,35,Dry,Not Worn,7,20,1,Not Wear
No,Non-Incapacitating Injury,18:28,Saturday,Main/Proper Lane,35,Dry,Not Worn,18,28,1,Not Wear
No,Possible Injury,15:54,Saturday,Service/Frontage Road,15,Dry,Unknown If Worn,15,54,1,Not Wear
No,Non-Incapacitating Injury,23:33,Sunday,Main/Proper Lane,35,Dry,Not Worn,23,33,1,Not Wear
No,Non-Incapacitating Injury,9:10,Sunday,Main/Proper Lane,15,Dry,Unknown If Worn,9,10,1,Not Wear
No,Non-Incapacitating Injury,1:02,Sunday,Main/Proper Lane,35,Dry,Not Worn,1,2,1,Not Wear
No,Non-Incapacitating Injury,1:02,Sunday,Main/Proper Lane,35,Dry,Unknown If Worn,1,2,1,Not Wear
No,Non-Incapacitating Injury,11:58,Sunday,Main/Proper Lane,55,Dry,"Worn, Damaged",11,58,1,Wear
No,Non-Incapacitating Injury,17:49,Monday,Main/Proper Lane,30,Dry,Not Worn,17,49,1,Not Wear
No,Not Injured,15:28,Monday,Main/Proper Lane,35,Dry,Not Worn,15,28,0,Not Wear
No,Incapacitating Injury,20:08,Tuesday,Main/Proper Lane,30,Dry,Not Worn,20,8,1,Not Wear
No,Non-Incapacitating Injury,14:47,Wednesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",14,47,1,Wear
No,Incapacitating Injury,7:11,Wednesday,Main/Proper Lane,45,Dry,"Worn, Unk Damage",7,11,1,Wear
No,Non-Incapacitating Injury,13:36,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",13,36,1,Wear
No,Non-Incapacitating Injury,8:51,Friday,Main/Proper Lane,15,Dry,Not Worn,8,51,1,Not Wear
No,Possible Injury,21:10,Saturday,Main/Proper Lane,15,Dry,Not Worn,21,10,1,Not Wear
No,Non-Incapacitating Injury,15:05,Sunday,Main/Proper Lane,15,Dry,Unknown If Worn,15,5,1,Not Wear
No,Incapacitating Injury,14:46,Wednesday,Service/Frontage Road,50,Dry,Not Worn,14,46,1,Not Wear
No,Non-Incapacitating Injury,6:50,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",6,50,1,Wear
No,Non-Incapacitating Injury,19:18,Sunday,Other (Explain In Narrative),15,Dry,Not Worn,19,18,1,Not Wear
No,Non-Incapacitating Injury,11:04,Sunday,Main/Proper Lane,25,Dry,"Worn, Unk Damage",11,4,1,Wear
No,Possible Injury,8:27,Monday,Main/Proper Lane,40,Wet,Not Worn,8,27,1,Not Wear
No,Possible Injury,6:54,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",6,54,1,Wear
No,Non-Incapacitating Injury,21:48,Wednesday,Main/Proper Lane,30,Dry,Not Worn,21,48,1,Not Wear
No,Non-Incapacitating Injury,9:18,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",9,18,1,Wear
No,Non-Incapacitating Injury,14:51,Thursday,Main/Proper Lane,30,Dry,Not Worn,14,51,1,Not Wear
No,Non-Incapacitating Injury,19:15,Thursday,Other (Explain In Narrative),15,Dry,Not Worn,19,15,1,Not Wear
No,Non-Incapacitating Injury,17:16,Thursday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",17,16,1,Wear
No,Non-Incapacitating Injury,8:36,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",8,36,1,Wear
No,Possible Injury,20:44,Friday,Service/Frontage Road,35,Dry,Not Worn,20,44,1,Not Wear
No,Non-Incapacitating Injury,21:06,Friday,Service/Frontage Road,35,Dry,Not Worn,21,6,1,Not Wear
No,Non-Incapacitating Injury,10:52,Friday,Other (Explain In Narrative),15,Dry,Not Worn,10,52,1,Not Wear
No,Not Injured,14:15,Saturday,Main/Proper Lane,45,Dry,Not Worn,14,15,0,Not Wear
No,Possible Injury,15:37,Monday,Main/Proper Lane,30,Dry,Not Worn,15,37,1,Not Wear
No,Non-Incapacitating Injury,8:32,Tuesday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",8,32,1,Wear
No,Non-Incapacitating Injury,7:47,Wednesday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",7,47,1,Wear
No,Possible Injury,16:07,Thursday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",16,7,1,Wear
No,Non-Incapacitating Injury,9:30,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",9,30,1,Wear
No,Incapacitating Injury,8:51,Friday,Main/Proper Lane,35,Dry,Not Worn,8,51,1,Not Wear
No,Possible Injury,2:02,Friday,Main/Proper Lane,65,Dry,Not Worn,2,2,1,Not Wear
No,Non-Incapacitating Injury,16:50,Friday,Main/Proper Lane,30,Dry,Not Worn,16,50,1,Not Wear
No,Incapacitating Injury,20:31,Saturday,Main/Proper Lane,25,Dry,Not Worn,20,31,1,Not Wear
No,Possible Injury,14:57,Monday,Main/Proper Lane,30,Dry,Not Worn,14,57,1,Not Wear
No,Non-Incapacitating Injury,8:06,Tuesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",8,6,1,Wear
No,Non-Incapacitating Injury,16:41,Tuesday,Main/Proper Lane,30,Dry,Not Worn,16,41,1,Not Wear
No,Possible Injury,19:04,Tuesday,Main/Proper Lane,30,Dry,Not Worn,19,4,1,Not Wear
No,Non-Incapacitating Injury,17:50,Thursday,Main/Proper Lane,15,Dry,Not Worn,17,50,1,Not Wear
No,Incapacitating Injury,6:53,Thursday,Main/Proper Lane,55,Dry,"Worn, Unk Damage",6,53,1,Wear
No,Non-Incapacitating Injury,15:10,Friday,Other (Explain In Narrative),45,Dry,Not Worn,15,10,1,Not Wear
No,Killed,23:44,Saturday,Main/Proper Lane,40,Dry,Not Worn,23,44,1,Not Wear
No,Non-Incapacitating Injury,12:09,Saturday,Main/Proper Lane,35,Dry,Not Worn,12,9,1,Not Wear
No,Possible Injury,17:45,Saturday,Other (Explain In Narrative),15,Dry,Not Worn,17,45,1,Not Wear
No,Possible Injury,17:55,Saturday,Main/Proper Lane,15,Dry,Unknown If Worn,17,55,1,Not Wear
No,Non-Incapacitating Injury,11:59,Saturday,Main/Proper Lane,30,Dry,"Worn, Damaged",11,59,1,Wear
No,Possible Injury,16:00,Saturday,Main/Proper Lane,30,Dry,Not Worn,16,0,1,Not Wear
No,Incapacitating Injury,8:50,Saturday,Main/Proper Lane,35,Dry,Not Worn,8,50,1,Not Wear
No,Possible Injury,10:00,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,10,0,1,Not Wear
No,Not Injured,15:14,Monday,Main/Proper Lane,15,Dry,Not Worn,15,14,0,Not Wear
No,Non-Incapacitating Injury,15:09,Tuesday,Other (Explain In Narrative),15,Dry,Not Worn,15,9,1,Not Wear
No,Non-Incapacitating Injury,14:03,Wednesday,Main/Proper Lane,30,Dry,Not Worn,14,3,1,Not Wear
No,Possible Injury,8:42,Thursday,Main/Proper Lane,15,Dry,Not Worn,8,42,1,Not Wear
No,Non-Incapacitating Injury,19:52,Friday,Main/Proper Lane,15,Dry,Not Worn,19,52,1,Not Wear
No,Non-Incapacitating Injury,15:04,Saturday,Main/Proper Lane,35,Dry,"Worn, Damaged",15,4,1,Wear
No,Non-Incapacitating Injury,15:04,Saturday,Main/Proper Lane,35,Dry,"Worn, Damaged",15,4,1,Wear
No,Incapacitating Injury,17:24,Sunday,Main/Proper Lane,30,Dry,Not Worn,17,24,1,Not Wear
No,Non-Incapacitating Injury,12:20,Tuesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",12,20,1,Wear
No,Non-Incapacitating Injury,17:09,Tuesday,Main/Proper Lane,40,Dry,Not Worn,17,9,1,Not Wear
No,Incapacitating Injury,19:15,Tuesday,Main/Proper Lane,15,Dry,"Worn, Damaged",19,15,1,Wear
No,Non-Incapacitating Injury,17:15,Thursday,Main/Proper Lane,30,Dry,Not Worn,17,15,1,Not Wear
No,Incapacitating Injury,19:56,Friday,Main/Proper Lane,40,Dry,Not Worn,19,56,1,Not Wear
No,Incapacitating Injury,20:58,Saturday,Main/Proper Lane,35,Dry,Not Worn,20,58,1,Not Wear
No,Non-Incapacitating Injury,2:54,Saturday,Main/Proper Lane,35,Dry,Not Worn,2,54,1,Not Wear
No,Possible Injury,4:08,Sunday,Main/Proper Lane,25,Dry,Not Worn,4,8,1,Not Wear
No,Possible Injury,17:30,Wednesday,Main/Proper Lane,30,Dry,"Worn, Damaged",17,30,1,Wear
No,Not Injured,13:46,Wednesday,Service/Frontage Road,45,Dry,Unknown If Worn,13,46,0,Not Wear
No,Non-Incapacitating Injury,16:25,Friday,Service/Frontage Road,50,Dry,Not Worn,16,25,1,Not Wear
No,Possible Injury,19:00,Saturday,Main/Proper Lane,35,Dry,Not Worn,19,0,1,Not Wear
No,Not Injured,1:20,Saturday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",1,20,0,Wear
No,Non-Incapacitating Injury,19:14,Saturday,Main/Proper Lane,15,Dry,Not Worn,19,14,1,Not Wear
No,Incapacitating Injury,10:16,Monday,Main/Proper Lane,45,Dry,Unknown If Worn,10,16,1,Not Wear
No,Incapacitating Injury,17:08,Monday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",17,8,1,Wear
No,Non-Incapacitating Injury,15:12,Wednesday,Main/Proper Lane,15,Dry,Not Worn,15,12,1,Not Wear
No,Non-Incapacitating Injury,17:04,Wednesday,Main/Proper Lane,30,Dry,"Worn, Damaged",17,4,1,Wear
No,Possible Injury,15:20,Wednesday,Main/Proper Lane,30,Dry,Not Worn,15,20,1,Not Wear
No,Not Injured,19:45,Thursday,Main/Proper Lane,40,Wet,Unknown If Worn,19,45,0,Not Wear
No,Possible Injury,15:21,Thursday,Main/Proper Lane,15,Dry,Not Worn,15,21,1,Not Wear
No,Non-Incapacitating Injury,21:14,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,21,14,1,Not Wear
No,Non-Incapacitating Injury,15:59,Saturday,Main/Proper Lane,15,Dry,Not Worn,15,59,1,Not Wear
No,Not Injured,2:37,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,37,0,Not Wear
No,Incapacitating Injury,16:23,Sunday,Main/Proper Lane,40,Dry,Unknown If Worn,16,23,1,Not Wear
No,Non-Incapacitating Injury,8:05,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,8,5,1,Not Wear
No,Incapacitating Injury,16:23,Tuesday,Main/Proper Lane,45,Dry,Not Worn,16,23,1,Not Wear
No,Not Injured,6:30,Wednesday,Main/Proper Lane,15,Dry,Not Worn,6,30,0,Not Wear
No,Possible Injury,15:48,Wednesday,Main/Proper Lane,30,Dry,Not Worn,15,48,1,Not Wear
No,Non-Incapacitating Injury,13:14,Thursday,Main/Proper Lane,35,Dry,Not Worn,13,14,1,Not Wear
No,Incapacitating Injury,14:42,Friday,Main/Proper Lane,45,Dry,Not Worn,14,42,1,Not Wear
No,Non-Incapacitating Injury,13:51,Monday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",13,51,1,Wear
No,Possible Injury,11:15,Wednesday,Main/Proper Lane,30,Dry,Not Worn,11,15,1,Not Wear
No,Incapacitating Injury,20:46,Wednesday,Main/Proper Lane,15,Dry,Not Worn,20,46,1,Not Wear
No,Non-Incapacitating Injury,12:44,Friday,Main/Proper Lane,30,Dry,Not Worn,12,44,1,Not Wear
No,Non-Incapacitating Injury,19:35,Saturday,Service/Frontage Road,35,Dry,"Worn, Unk Damage",19,35,1,Wear
No,Non-Incapacitating Injury,12:15,Saturday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",12,15,1,Wear
No,Non-Incapacitating Injury,18:44,Sunday,Main/Proper Lane,35,Dry,Not Worn,18,44,1,Not Wear
No,Non-Incapacitating Injury,15:34,Sunday,Other (Explain In Narrative),45,Dry,"Worn, Damaged",15,34,1,Wear
No,Non-Incapacitating Injury,12:20,Monday,Main/Proper Lane,15,Dry,Unknown If Worn,12,20,1,Not Wear
No,Non-Incapacitating Injury,12:52,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,12,52,1,Not Wear
No,Non-Incapacitating Injury,14:29,Thursday,Main/Proper Lane,45,Dry,Not Worn,14,29,1,Not Wear
No,Incapacitating Injury,10:38,Thursday,Main/Proper Lane,40,Dry,Unknown If Worn,10,38,1,Not Wear
No,Non-Incapacitating Injury,19:03,Friday,Entrance/On Ramp,15,Dry,Not Worn,19,3,1,Not Wear
No,Non-Incapacitating Injury,9:00,Saturday,Main/Proper Lane,30,Dry,Not Worn,9,0,1,Not Wear
No,Possible Injury,18:40,Monday,Main/Proper Lane,45,Dry,Not Worn,18,40,1,Not Wear
No,Non-Incapacitating Injury,23:55,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,23,55,1,Not Wear
No,Not Injured,17:45,Friday,Main/Proper Lane,15,Dry,Not Worn,17,45,0,Not Wear
No,Non-Incapacitating Injury,1:23,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",1,23,1,Wear
No,Non-Incapacitating Injury,1:23,Sunday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",1,23,1,Wear
No,Non-Incapacitating Injury,18:06,Tuesday,Main/Proper Lane,65,Dry,"Worn, Not Damaged",18,6,1,Wear
No,Possible Injury,16:21,Tuesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",16,21,1,Wear
No,Possible Injury,13:50,Tuesday,Main/Proper Lane,45,Dry,Not Worn,13,50,1,Not Wear
No,Non-Incapacitating Injury,9:10,Tuesday,Main/Proper Lane,40,Dry,Not Worn,9,10,1,Not Wear
No,Not Injured,16:26,Wednesday,Main/Proper Lane,30,Dry,Not Worn,16,26,0,Not Wear
No,Non-Incapacitating Injury,12:57,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",12,57,1,Wear
No,Possible Injury,15:10,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,15,10,1,Not Wear
No,Possible Injury,15:58,Saturday,Main/Proper Lane,30,Dry,Not Worn,15,58,1,Not Wear
No,Killed,15:15,Saturday,Main/Proper Lane,30,Dry,Not Worn,15,15,1,Not Wear
No,Non-Incapacitating Injury,14:25,Sunday,Main/Proper Lane,40,Dry,Not Worn,14,25,1,Not Wear
No,Incapacitating Injury,15:03,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,15,3,1,Not Wear
No,Not Injured,21:30,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",21,30,0,Wear
No,Non-Incapacitating Injury,13:10,Tuesday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",13,10,1,Wear
No,Non-Incapacitating Injury,8:03,Wednesday,Other (Explain In Narrative),30,Dry,Not Worn,8,3,1,Not Wear
No,Possible Injury,7:20,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",7,20,1,Wear
No,Non-Incapacitating Injury,8:30,Thursday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",8,30,1,Wear
No,Non-Incapacitating Injury,10:10,Thursday,Main/Proper Lane,35,Dry,Not Worn,10,10,1,Not Wear
No,Possible Injury,18:28,Tuesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",18,28,1,Wear
No,Non-Incapacitating Injury,17:53,Tuesday,Main/Proper Lane,15,Dry,Not Worn,17,53,1,Not Wear
No,Possible Injury,7:48,Wednesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",7,48,1,Wear
No,Non-Incapacitating Injury,20:30,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,20,30,1,Not Wear
No,Incapacitating Injury,19:17,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,19,17,1,Not Wear
No,Non-Incapacitating Injury,20:30,Monday,Other (Explain In Narrative),35,Dry,Not Worn,20,30,1,Not Wear
No,Non-Incapacitating Injury,12:17,Monday,Other (Explain In Narrative),15,Dry,Not Worn,12,17,1,Not Wear
No,Non-Incapacitating Injury,16:14,Tuesday,Main/Proper Lane,15,Dry,Not Worn,16,14,1,Not Wear
No,Non-Incapacitating Injury,1:05,Thursday,Main/Proper Lane,30,Dry,Not Worn,1,5,1,Not Wear
No,Non-Incapacitating Injury,19:28,Thursday,Main/Proper Lane,35,Dry,Not Worn,19,28,1,Not Wear
No,Possible Injury,13:18,Friday,Service/Frontage Road,15,Dry,Not Worn,13,18,1,Not Wear
No,Not Injured,2:26,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,26,0,Not Wear
No,Not Injured,2:26,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,26,0,Not Wear
No,Not Injured,2:26,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,26,0,Not Wear
No,Not Injured,2:26,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,26,0,Not Wear
No,Non-Incapacitating Injury,2:45,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,45,1,Not Wear
No,Possible Injury,17:55,Tuesday,Other (Explain In Narrative),15,Wet,Not Worn,17,55,1,Not Wear
No,Possible Injury,10:38,Wednesday,Service/Frontage Road,15,Dry,Not Worn,10,38,1,Not Wear
No,Non-Incapacitating Injury,18:53,Wednesday,Main/Proper Lane,35,Dry,Not Worn,18,53,1,Not Wear
No,Non-Incapacitating Injury,18:53,Wednesday,Main/Proper Lane,15,Dry,Not Worn,18,53,1,Not Wear
No,Non-Incapacitating Injury,13:43,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,13,43,1,Not Wear
No,Not Injured,18:27,Friday,Main/Proper Lane,15,Dry,Not Worn,18,27,0,Not Wear
No,Possible Injury,15:42,Saturday,Main/Proper Lane,40,Dry,Not Worn,15,42,1,Not Wear
No,Possible Injury,18:07,Tuesday,Main/Proper Lane,25,Dry,Not Worn,18,7,1,Not Wear
No,Possible Injury,13:00,Wednesday,Service/Frontage Road,15,Dry,Unknown If Worn,13,0,1,Not Wear
No,Non-Incapacitating Injury,19:27,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,19,27,1,Not Wear
No,Non-Incapacitating Injury,22:30,Saturday,Main/Proper Lane,35,Dry,Not Worn,22,30,1,Not Wear
No,Non-Incapacitating Injury,13:14,Monday,Other (Explain In Narrative),15,Dry,Not Worn,13,14,1,Not Wear
No,Non-Incapacitating Injury,12:00,Wednesday,Main/Proper Lane,40,Dry,Not Worn,12,0,1,Not Wear
No,Non-Incapacitating Injury,19:28,Wednesday,Main/Proper Lane,30,Dry,"Worn, Damaged",19,28,1,Wear
